id,kor_name,en_name,type,image_url,image_url_small,image_url_cropped,simple_type
34767865,사이바넷 리츄얼,Cynet Ritual,Spell Card,https://images.ygoprodeck.com/images/cards/34767865.jpg,https://images.ygoprodeck.com/images/cards_small/34767865.jpg,https://images.ygoprodeck.com/images/cards_cropped/34767865.jpg,Spell
54541900,카르보나라 전사,Karbonala Warrior,Fusion Monster,https://images.ygoprodeck.com/images/cards/54541900.jpg,https://images.ygoprodeck.com/images/cards_small/54541900.jpg,https://images.ygoprodeck.com/images/cards_cropped/54541900.jpg,Fusion
64043465,엑조드 프레임,Obliterate!!!,Trap Card,https://images.ygoprodeck.com/images/cards/64043465.jpg,https://images.ygoprodeck.com/images/cards_small/64043465.jpg,https://images.ygoprodeck.com/images/cards_cropped/64043465.jpg,Trap
84055227,게이샤 도우,Maiden of Macabre,Effect Monster,https://images.ygoprodeck.com/images/cards/84055227.jpg,https://images.ygoprodeck.com/images/cards_small/84055227.jpg,https://images.ygoprodeck.com/images/cards_cropped/84055227.jpg,Effect
99214782,인벨즈의 보초,Steelswarm Sentinel,Effect Monster,https://images.ygoprodeck.com/images/cards/99214782.jpg,https://images.ygoprodeck.com/images/cards_small/99214782.jpg,https://images.ygoprodeck.com/images/cards_cropped/99214782.jpg,Effect
27125110,천개의 눈을 가진 사교신,Thousand-Eyes Idol,Normal Monster,https://images.ygoprodeck.com/images/cards/27125110.jpg,https://images.ygoprodeck.com/images/cards_small/27125110.jpg,https://images.ygoprodeck.com/images/cards_cropped/27125110.jpg,Normal
80839052,코아키메일 서플라이어,Koa'ki Meiru Supplier,Effect Monster,https://images.ygoprodeck.com/images/cards/80839052.jpg,https://images.ygoprodeck.com/images/cards_small/80839052.jpg,https://images.ygoprodeck.com/images/cards_cropped/80839052.jpg,Effect
59546797,쥬라게도,Juragedo,Effect Monster,https://images.ygoprodeck.com/images/cards/59546797.jpg,https://images.ygoprodeck.com/images/cards_small/59546797.jpg,https://images.ygoprodeck.com/images/cards_cropped/59546797.jpg,Effect
75620895,애꾸눈의 스킬 게이너,One-Eyed Skill Gainer,XYZ Monster,https://images.ygoprodeck.com/images/cards/75620895.jpg,https://images.ygoprodeck.com/images/cards_small/75620895.jpg,https://images.ygoprodeck.com/images/cards_cropped/75620895.jpg,XYZ
80532587,구신 누토스,Elder Entity N'tss,Fusion Monster,https://images.ygoprodeck.com/images/cards/80532587.jpg,https://images.ygoprodeck.com/images/cards_small/80532587.jpg,https://images.ygoprodeck.com/images/cards_cropped/80532587.jpg,Fusion
25538345,팬텀 나이츠 티어스케일,The Phantom Knights of Torn Scales,Effect Monster,https://images.ygoprodeck.com/images/cards/25538345.jpg,https://images.ygoprodeck.com/images/cards_small/25538345.jpg,https://images.ygoprodeck.com/images/cards_cropped/25538345.jpg,Effect
10204849,플뢰르 드 플뢰레,Fleuret de Fleur,Spell Card,https://images.ygoprodeck.com/images/cards/10204849.jpg,https://images.ygoprodeck.com/images/cards_small/10204849.jpg,https://images.ygoprodeck.com/images/cards_cropped/10204849.jpg,Spell
66457407,카피 플랜트,Copy Plant,Tuner Monster,https://images.ygoprodeck.com/images/cards/66457407.jpg,https://images.ygoprodeck.com/images/cards_small/66457407.jpg,https://images.ygoprodeck.com/images/cards_cropped/66457407.jpg,Effect
24903843,버제스토마 피카이아,Paleozoic Pikaia,Trap Card,https://images.ygoprodeck.com/images/cards/24903843.jpg,https://images.ygoprodeck.com/images/cards_small/24903843.jpg,https://images.ygoprodeck.com/images/cards_cropped/24903843.jpg,Trap
22219822,트릭스터 맨드레이크,Trickstar Mandrake,Effect Monster,https://images.ygoprodeck.com/images/cards/22219822.jpg,https://images.ygoprodeck.com/images/cards_small/22219822.jpg,https://images.ygoprodeck.com/images/cards_cropped/22219822.jpg,Effect
65726770,사일런트 매지션 제로,Silent Magician Zero,Effect Monster,https://images.ygoprodeck.com/images/cards/65726770.jpg,https://images.ygoprodeck.com/images/cards_small/65726770.jpg,https://images.ygoprodeck.com/images/cards_cropped/65726770.jpg,Effect
81336148,스워드 마스터,Sword Master,Tuner Monster,https://images.ygoprodeck.com/images/cards/81336148.jpg,https://images.ygoprodeck.com/images/cards_small/81336148.jpg,https://images.ygoprodeck.com/images/cards_cropped/81336148.jpg,Effect
39699564,속염성－타이효,Brotherhood of the Fire Fist - Leopard,Effect Monster,https://images.ygoprodeck.com/images/cards/39699564.jpg,https://images.ygoprodeck.com/images/cards_small/39699564.jpg,https://images.ygoprodeck.com/images/cards_cropped/39699564.jpg,Effect
43490025,FNo. (퓨처 넘버즈) 0 미래황 호프－퓨처 슬래시,Number F0: Utopic Future Slash,XYZ Monster,https://images.ygoprodeck.com/images/cards/43490025.jpg,https://images.ygoprodeck.com/images/cards_small/43490025.jpg,https://images.ygoprodeck.com/images/cards_cropped/43490025.jpg,XYZ
8687195,환영의 요정,Dreamsprite,Effect Monster,https://images.ygoprodeck.com/images/cards/8687195.jpg,https://images.ygoprodeck.com/images/cards_small/8687195.jpg,https://images.ygoprodeck.com/images/cards_cropped/8687195.jpg,Effect
58406094,홀리나이츠 스카이,Starry Knight Sky,Spell Card,https://images.ygoprodeck.com/images/cards/58406094.jpg,https://images.ygoprodeck.com/images/cards_small/58406094.jpg,https://images.ygoprodeck.com/images/cards_cropped/58406094.jpg,Spell
15576074,레조네이터 엔진,Resonator Engine,Spell Card,https://images.ygoprodeck.com/images/cards/15576074.jpg,https://images.ygoprodeck.com/images/cards_small/15576074.jpg,https://images.ygoprodeck.com/images/cards_cropped/15576074.jpg,Spell
73289035,무사신제－쓰쿠요미,Bujintei Tsukuyomi,XYZ Monster,https://images.ygoprodeck.com/images/cards/73289035.jpg,https://images.ygoprodeck.com/images/cards_small/73289035.jpg,https://images.ygoprodeck.com/images/cards_cropped/73289035.jpg,XYZ
50415441,Mimighoul Archfiend,Mimighoul Archfiend,Flip Effect Monster,https://images.ygoprodeck.com/images/cards/50415441.jpg,https://images.ygoprodeck.com/images/cards_small/50415441.jpg,https://images.ygoprodeck.com/images/cards_cropped/50415441.jpg,Effect
79086452,기믹 퍼핏－비스크 돌,Gimmick Puppet Bisque Doll,Effect Monster,https://images.ygoprodeck.com/images/cards/79086452.jpg,https://images.ygoprodeck.com/images/cards_small/79086452.jpg,https://images.ygoprodeck.com/images/cards_cropped/79086452.jpg,Effect
27548199,바렐로드 새비지 드래곤,Borreload Savage Dragon,Synchro Monster,https://images.ygoprodeck.com/images/cards/27548199.jpg,https://images.ygoprodeck.com/images/cards_small/27548199.jpg,https://images.ygoprodeck.com/images/cards_cropped/27548199.jpg,Synchro
69304426,아티팩트-바쥬라,Artifact Vajra,Effect Monster,https://images.ygoprodeck.com/images/cards/69304426.jpg,https://images.ygoprodeck.com/images/cards_small/69304426.jpg,https://images.ygoprodeck.com/images/cards_cropped/69304426.jpg,Effect
11501629,킥파이어,Kickfire,Trap Card,https://images.ygoprodeck.com/images/cards/11501629.jpg,https://images.ygoprodeck.com/images/cards_small/11501629.jpg,https://images.ygoprodeck.com/images/cards_cropped/11501629.jpg,Trap
29284413,조커즈 나이트,Joker's Knight,Effect Monster,https://images.ygoprodeck.com/images/cards/29284413.jpg,https://images.ygoprodeck.com/images/cards_small/29284413.jpg,https://images.ygoprodeck.com/images/cards_cropped/29284413.jpg,Effect
32887445,번화의 꽃미소,Flourishing Frolic,Spell Card,https://images.ygoprodeck.com/images/cards/32887445.jpg,https://images.ygoprodeck.com/images/cards_small/32887445.jpg,https://images.ygoprodeck.com/images/cards_cropped/32887445.jpg,Spell
44190146,Grandpa Demetto,Grandpa Demetto,Effect Monster,https://images.ygoprodeck.com/images/cards/44190146.jpg,https://images.ygoprodeck.com/images/cards_small/44190146.jpg,https://images.ygoprodeck.com/images/cards_cropped/44190146.jpg,Effect
21524779,OKa썬더,Mahunder,Effect Monster,https://images.ygoprodeck.com/images/cards/21524779.jpg,https://images.ygoprodeck.com/images/cards_small/21524779.jpg,https://images.ygoprodeck.com/images/cards_cropped/21524779.jpg,Effect
49299410,룸펠 토이펠,The Black Goat Laughs,Trap Card,https://images.ygoprodeck.com/images/cards/49299410.jpg,https://images.ygoprodeck.com/images/cards_small/49299410.jpg,https://images.ygoprodeck.com/images/cards_cropped/49299410.jpg,Trap
2362787,구원광,Light of Redemption,Spell Card,https://images.ygoprodeck.com/images/cards/2362787.jpg,https://images.ygoprodeck.com/images/cards_small/2362787.jpg,https://images.ygoprodeck.com/images/cards_cropped/2362787.jpg,Spell
65938950,"Don't Slip, the Dogs of War","Don't Slip, the Dogs of War",Spell Card,https://images.ygoprodeck.com/images/cards/65938950.jpg,https://images.ygoprodeck.com/images/cards_small/65938950.jpg,https://images.ygoprodeck.com/images/cards_cropped/65938950.jpg,Spell
95352218,천하통일,Unification,Trap Card,https://images.ygoprodeck.com/images/cards/95352218.jpg,https://images.ygoprodeck.com/images/cards_small/95352218.jpg,https://images.ygoprodeck.com/images/cards_cropped/95352218.jpg,Trap
42994702,방황하는 미라,Wandering Mummy,Effect Monster,https://images.ygoprodeck.com/images/cards/42994702.jpg,https://images.ygoprodeck.com/images/cards_small/42994702.jpg,https://images.ygoprodeck.com/images/cards_cropped/42994702.jpg,Effect
83467607,리플렉트 네이처,Nature's Reflection,Trap Card,https://images.ygoprodeck.com/images/cards/83467607.jpg,https://images.ygoprodeck.com/images/cards_small/83467607.jpg,https://images.ygoprodeck.com/images/cards_cropped/83467607.jpg,Trap
8653757,포톤 리타데이션,Photon Timestop,Trap Card,https://images.ygoprodeck.com/images/cards/8653757.jpg,https://images.ygoprodeck.com/images/cards_small/8653757.jpg,https://images.ygoprodeck.com/images/cards_cropped/8653757.jpg,Trap
21051977,도토리도령,Acorno,Effect Monster,https://images.ygoprodeck.com/images/cards/21051977.jpg,https://images.ygoprodeck.com/images/cards_small/21051977.jpg,https://images.ygoprodeck.com/images/cards_cropped/21051977.jpg,Effect
79402185,본딩-D2O,Bonding - D2O,Spell Card,https://images.ygoprodeck.com/images/cards/79402185.jpg,https://images.ygoprodeck.com/images/cards_small/79402185.jpg,https://images.ygoprodeck.com/images/cards_cropped/79402185.jpg,Spell
74923978,강제 접수,Forced Requisition,Trap Card,https://images.ygoprodeck.com/images/cards/74923978.jpg,https://images.ygoprodeck.com/images/cards_small/74923978.jpg,https://images.ygoprodeck.com/images/cards_cropped/74923978.jpg,Trap
67234805,능력흡수석,Powersink Stone,Trap Card,https://images.ygoprodeck.com/images/cards/67234805.jpg,https://images.ygoprodeck.com/images/cards_small/67234805.jpg,https://images.ygoprodeck.com/images/cards_cropped/67234805.jpg,Trap
54615781,Spirit of the Winds,Spirit of the Winds,Normal Monster,https://images.ygoprodeck.com/images/cards/54615781.jpg,https://images.ygoprodeck.com/images/cards_small/54615781.jpg,https://images.ygoprodeck.com/images/cards_cropped/54615781.jpg,Normal
32519092,천위의 권승,Monk of the Tenyi,Link Monster,https://images.ygoprodeck.com/images/cards/32519092.jpg,https://images.ygoprodeck.com/images/cards_small/32519092.jpg,https://images.ygoprodeck.com/images/cards_cropped/32519092.jpg,Link
89112729,메카 사우루스,Cyber Saurus,Fusion Monster,https://images.ygoprodeck.com/images/cards/89112729.jpg,https://images.ygoprodeck.com/images/cards_small/89112729.jpg,https://images.ygoprodeck.com/images/cards_cropped/89112729.jpg,Fusion
74157028,사이버 트윈 드래곤,Cyber Twin Dragon,Fusion Monster,https://images.ygoprodeck.com/images/cards/74157028.jpg,https://images.ygoprodeck.com/images/cards_small/74157028.jpg,https://images.ygoprodeck.com/images/cards_cropped/74157028.jpg,Fusion
52497105,버서크 스케일스,Berserk Scales,Spell Card,https://images.ygoprodeck.com/images/cards/52497105.jpg,https://images.ygoprodeck.com/images/cards_small/52497105.jpg,https://images.ygoprodeck.com/images/cards_cropped/52497105.jpg,Spell
49010598,천벌,Divine Wrath,Trap Card,https://images.ygoprodeck.com/images/cards/49010598.jpg,https://images.ygoprodeck.com/images/cards_small/49010598.jpg,https://images.ygoprodeck.com/images/cards_cropped/49010598.jpg,Trap
8165596,No.90 갤럭시아이즈 포톤 로드,Number 90: Galaxy-Eyes Photon Lord,XYZ Monster,https://images.ygoprodeck.com/images/cards/8165596.jpg,https://images.ygoprodeck.com/images/cards_small/8165596.jpg,https://images.ygoprodeck.com/images/cards_cropped/8165596.jpg,XYZ
7852509,파괴륜회,Loop of Destruction,Trap Card,https://images.ygoprodeck.com/images/cards/7852509.jpg,https://images.ygoprodeck.com/images/cards_small/7852509.jpg,https://images.ygoprodeck.com/images/cards_cropped/7852509.jpg,Trap
5852388,제노 메테오로스,Xeno Meteorus,Tuner Monster,https://images.ygoprodeck.com/images/cards/5852388.jpg,https://images.ygoprodeck.com/images/cards_small/5852388.jpg,https://images.ygoprodeck.com/images/cards_cropped/5852388.jpg,Effect
83464209,Mystical Sheep #2,Mystical Sheep #2,Normal Monster,https://images.ygoprodeck.com/images/cards/83464209.jpg,https://images.ygoprodeck.com/images/cards_small/83464209.jpg,https://images.ygoprodeck.com/images/cards_cropped/83464209.jpg,Normal
26435595,파티시엘 쿠베르,Patissciel Couverture,Pendulum Effect Fusion Monster,https://images.ygoprodeck.com/images/cards/26435595.jpg,https://images.ygoprodeck.com/images/cards_small/26435595.jpg,https://images.ygoprodeck.com/images/cards_cropped/26435595.jpg,Pendulum
16135253,아기도,Agido,Effect Monster,https://images.ygoprodeck.com/images/cards/16135253.jpg,https://images.ygoprodeck.com/images/cards_small/16135253.jpg,https://images.ygoprodeck.com/images/cards_cropped/16135253.jpg,Effect
83682725,테일 스윙,Tail Swipe,Spell Card,https://images.ygoprodeck.com/images/cards/83682725.jpg,https://images.ygoprodeck.com/images/cards_small/83682725.jpg,https://images.ygoprodeck.com/images/cards_cropped/83682725.jpg,Spell
11012154,수호룡 유스티아,Guardragon Justicia,Normal Tuner Monster,https://images.ygoprodeck.com/images/cards/11012154.jpg,https://images.ygoprodeck.com/images/cards_small/11012154.jpg,https://images.ygoprodeck.com/images/cards_cropped/11012154.jpg,Normal
59983499,댄싱 엘프,Dancing Elf,Normal Monster,https://images.ygoprodeck.com/images/cards/59983499.jpg,https://images.ygoprodeck.com/images/cards_small/59983499.jpg,https://images.ygoprodeck.com/images/cards_cropped/59983499.jpg,Normal
94807487,호프검 슬래시,Rising Sun Slash,Spell Card,https://images.ygoprodeck.com/images/cards/94807487.jpg,https://images.ygoprodeck.com/images/cards_small/94807487.jpg,https://images.ygoprodeck.com/images/cards_cropped/94807487.jpg,Spell
50820852,추신조 시무르그,"Simorgh, Bird of Beginning",Effect Monster,https://images.ygoprodeck.com/images/cards/50820852.jpg,https://images.ygoprodeck.com/images/cards_small/50820852.jpg,https://images.ygoprodeck.com/images/cards_cropped/50820852.jpg,Effect
57182235,토큰 수확축제,Token Thanksgiving,Spell Card,https://images.ygoprodeck.com/images/cards/57182235.jpg,https://images.ygoprodeck.com/images/cards_small/57182235.jpg,https://images.ygoprodeck.com/images/cards_cropped/57182235.jpg,Spell
55624610,스크랩 헌터,Scrap Hunter,Effect Monster,https://images.ygoprodeck.com/images/cards/55624610.jpg,https://images.ygoprodeck.com/images/cards_small/55624610.jpg,https://images.ygoprodeck.com/images/cards_cropped/55624610.jpg,Effect
14152862,풍기궁사 노리토,Norito the Moral Leader,XYZ Monster,https://images.ygoprodeck.com/images/cards/14152862.jpg,https://images.ygoprodeck.com/images/cards_small/14152862.jpg,https://images.ygoprodeck.com/images/cards_cropped/14152862.jpg,XYZ
80304126,매지션스 발키리어,Magician's Valkyria,Effect Monster,https://images.ygoprodeck.com/images/cards/80304126.jpg,https://images.ygoprodeck.com/images/cards_small/80304126.jpg,https://images.ygoprodeck.com/images/cards_cropped/80304126.jpg,Effect
48659020,혼을 부르는 자,Spirit Caller,Flip Effect Monster,https://images.ygoprodeck.com/images/cards/48659020.jpg,https://images.ygoprodeck.com/images/cards_small/48659020.jpg,https://images.ygoprodeck.com/images/cards_cropped/48659020.jpg,Effect
69838761,머시너즈 메탈크런치,Machina Metalcruncher,Effect Monster,https://images.ygoprodeck.com/images/cards/69838761.jpg,https://images.ygoprodeck.com/images/cards_small/69838761.jpg,https://images.ygoprodeck.com/images/cards_cropped/69838761.jpg,Effect
54569495,마린세스 크라운테일,Marincess Crown Tail,Effect Monster,https://images.ygoprodeck.com/images/cards/54569495.jpg,https://images.ygoprodeck.com/images/cards_small/54569495.jpg,https://images.ygoprodeck.com/images/cards_cropped/54569495.jpg,Effect
86133013,레벨 레지스트월,Level Resist Wall,Trap Card,https://images.ygoprodeck.com/images/cards/86133013.jpg,https://images.ygoprodeck.com/images/cards_small/86133013.jpg,https://images.ygoprodeck.com/images/cards_cropped/86133013.jpg,Trap
81470373,BF (블랙 페더) －독풍의 시문,Blackwing - Simoon the Poison Wind,Effect Monster,https://images.ygoprodeck.com/images/cards/81470373.jpg,https://images.ygoprodeck.com/images/cards_small/81470373.jpg,https://images.ygoprodeck.com/images/cards_cropped/81470373.jpg,Effect
4929256,빙제 뫼비우스,Mobius the Frost Monarch,Effect Monster,https://images.ygoprodeck.com/images/cards/4929256.jpg,https://images.ygoprodeck.com/images/cards_small/4929256.jpg,https://images.ygoprodeck.com/images/cards_cropped/4929256.jpg,Effect
30683373,실드 크러시,Shield Crush,Spell Card,https://images.ygoprodeck.com/images/cards/30683373.jpg,https://images.ygoprodeck.com/images/cards_small/30683373.jpg,https://images.ygoprodeck.com/images/cards_cropped/30683373.jpg,Spell
7614732,대융합,Greater Polymerization,Spell Card,https://images.ygoprodeck.com/images/cards/7614732.jpg,https://images.ygoprodeck.com/images/cards_small/7614732.jpg,https://images.ygoprodeck.com/images/cards_cropped/7614732.jpg,Spell
47060154,마력의 광대,Mystic Clown,Normal Monster,https://images.ygoprodeck.com/images/cards/47060154.jpg,https://images.ygoprodeck.com/images/cards_small/47060154.jpg,https://images.ygoprodeck.com/images/cards_cropped/47060154.jpg,Normal
55125728,봄화정의 여신 베라,Vera the Vernusylph Goddess,Effect Monster,https://images.ygoprodeck.com/images/cards/55125728.jpg,https://images.ygoprodeck.com/images/cards_small/55125728.jpg,https://images.ygoprodeck.com/images/cards_cropped/55125728.jpg,Effect
64211118,파이어월 드래곤 다크플루이드－네오템피스트,Firewall Dragon Darkfluid - Neo Tempest Terahertz,Link Monster,https://images.ygoprodeck.com/images/cards/64211118.jpg,https://images.ygoprodeck.com/images/cards_small/64211118.jpg,https://images.ygoprodeck.com/images/cards_cropped/64211118.jpg,Link
86188410,엘리멘틀 히어로 와일드맨,Elemental HERO Wildheart,Effect Monster,https://images.ygoprodeck.com/images/cards/86188410.jpg,https://images.ygoprodeck.com/images/cards_small/86188410.jpg,https://images.ygoprodeck.com/images/cards_cropped/86188410.jpg,Effect
2116237,로카 삼사라,Loka Samsara,Trap Card,https://images.ygoprodeck.com/images/cards/2116237.jpg,https://images.ygoprodeck.com/images/cards_small/2116237.jpg,https://images.ygoprodeck.com/images/cards_cropped/2116237.jpg,Trap
51324455,언더월드 에그 클러치,Underworld Egg Clutch,Trap Card,https://images.ygoprodeck.com/images/cards/51324455.jpg,https://images.ygoprodeck.com/images/cards_small/51324455.jpg,https://images.ygoprodeck.com/images/cards_cropped/51324455.jpg,Trap
43886072,프랭키즈 바우와우,Prank-Kids Bow-Wow-Bark,Link Monster,https://images.ygoprodeck.com/images/cards/43886072.jpg,https://images.ygoprodeck.com/images/cards_small/43886072.jpg,https://images.ygoprodeck.com/images/cards_cropped/43886072.jpg,Link
76981308,메르피와 눈싸움,Melffy Staring Contest,Spell Card,https://images.ygoprodeck.com/images/cards/76981308.jpg,https://images.ygoprodeck.com/images/cards_small/76981308.jpg,https://images.ygoprodeck.com/images/cards_cropped/76981308.jpg,Spell
36006208,피안의 침닉,Fire Lake of the Burning Abyss,Trap Card,https://images.ygoprodeck.com/images/cards/36006208.jpg,https://images.ygoprodeck.com/images/cards_small/36006208.jpg,https://images.ygoprodeck.com/images/cards_cropped/36006208.jpg,Trap
82458280,매직 홀 골렘,Magic Hole Golem,Effect Monster,https://images.ygoprodeck.com/images/cards/82458280.jpg,https://images.ygoprodeck.com/images/cards_small/82458280.jpg,https://images.ygoprodeck.com/images/cards_cropped/82458280.jpg,Effect
61791132,마리스보라스 포크,Malicevorous Fork,Effect Monster,https://images.ygoprodeck.com/images/cards/61791132.jpg,https://images.ygoprodeck.com/images/cards_small/61791132.jpg,https://images.ygoprodeck.com/images/cards_cropped/61791132.jpg,Effect
69711728,메탈포제 콤비네이션,Metalfoes Combination,Trap Card,https://images.ygoprodeck.com/images/cards/69711728.jpg,https://images.ygoprodeck.com/images/cards_small/69711728.jpg,https://images.ygoprodeck.com/images/cards_cropped/69711728.jpg,Trap
